replicate   	generation  	adlt.nbInd  	q.adlt.a.freq_l1_a1	q.adlt.a.freq_l1_a2	q.adlt.a.freq_l2_a1	q.adlt.a.freq_l2_a2
48          	163         	1000        	0.9985      	0.0015      	0.126       	0.874       
48          	164         	1000        	0.998       	0.002       	0.1125      	0.8875      
48          	165         	1000        	0.998       	0.002       	0.1135      	0.8865      
48          	166         	1000        	0.9975      	0.0025      	0.1235      	0.8765      
48          	167         	1000        	0.9955      	0.0045      	0.119       	0.881       
48          	168         	1000        	0.996       	0.004       	0.1085      	0.8915      
48          	169         	1000        	0.995       	0.005       	0.1         	0.9         
48          	170         	1000        	0.996       	0.004       	0.0995      	0.9005      
48          	171         	1000        	0.995       	0.005       	0.1065      	0.8935      
48          	172         	1000        	0.9975      	0.0025      	0.1055      	0.8945      
48          	173         	1000        	0.998       	0.002       	0.1015      	0.8985      
48          	174         	1000        	1           	0           	0.097       	0.903       
48          	175         	1000        	1           	0           	0.0895      	0.9105      
48          	176         	1000        	1           	0           	0.0875      	0.9125      
48          	177         	1000        	1           	0           	0.084       	0.916       
48          	178         	1000        	1           	0           	0.0765      	0.9235      
48          	179         	1000        	1           	0           	0.072       	0.928       
48          	180         	1000        	1           	0           	0.0765      	0.9235      
48          	181         	1000        	1           	0           	0.07        	0.93        
48          	182         	1000        	1           	0           	0.066       	0.934       
48          	183         	1000        	1           	0           	0.0595      	0.9405      
48          	184         	1000        	1           	0           	0.052       	0.948       
48          	185         	1000        	1           	0           	0.0605      	0.9395      
48          	186         	1000        	1           	0           	0.069       	0.931       
48          	187         	1000        	1           	0           	0.073       	0.927       
48          	188         	1000        	1           	0           	0.074       	0.926       
48          	189         	1000        	1           	0           	0.0675      	0.9325      
48          	190         	1000        	1           	0           	0.0605      	0.9395      
48          	191         	1000        	1           	0           	0.0575      	0.9425      
48          	192         	1000        	1           	0           	0.058       	0.942       
48          	193         	1000        	1           	0           	0.05        	0.95        
48          	194         	1000        	1           	0           	0.0495      	0.9505      
48          	195         	1000        	1           	0           	0.054       	0.946       
48          	196         	1000        	1           	0           	0.0465      	0.9535      
48          	197         	1000        	1           	0           	0.05        	0.95        
48          	198         	1000        	1           	0           	0.0555      	0.9445      
48          	199         	1000        	1           	0           	0.0505      	0.9495      
48          	200         	1000        	1           	0           	0.047       	0.953       
49          	1           	2           	0.5         	0.5         	0.5         	0.5         
49          	2           	10          	0.35        	0.65        	0.55        	0.45        
49          	3           	69          	0.4565      	0.5435      	0.5942      	0.4058      
49          	4           	310         	0.529       	0.471       	0.5758      	0.4242      
49          	5           	1000        	0.618       	0.382       	0.595       	0.405       
49          	6           	1000        	0.67        	0.33        	0.585       	0.415       
49          	7           	1000        	0.702       	0.298       	0.59        	0.41        
49          	8           	1000        	0.7505      	0.2495      	0.5785      	0.4215      
49          	9           	1000        	0.79        	0.21        	0.594       	0.406       
